Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Falda,Dama,Verde,Deportivo,Marca A,553.59,36,17,24,Ciencias de la Salud,Hombre,Regular
Chaqueta,Dama,Azul,Formal,Marca B,1770.92,33,0,28,Deportes,Mujer,Regular
Vestido,Caballero,Verde,Casual,Marca B,171.92,32,1,27,Ingeniería,Hombre,Regular
Camisa,Caballero,Blanco,Formal,Marca A,385.94,36,17,29,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Verde,Deportivo,Marca A,1805.75,34,17,29,Artes,Hombre,Regular
Falda,Dama,Verde,Formal,Marca C,1335.5,38,5,23,Deportes,Hombre,Regular
Camisa,Dama,Rojo,Deportivo,Marca B,1322.95,37,8,26,Deportes,Hombre,Regular
Pantalón,Caballero,Negro,Deportivo,Marca C,802.68,41,20,30,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca C,1611.97,36,18,23,Deportes,Mujer,Regular
Falda,Caballero,Verde,Casual,Marca D,1991.14,39,6,30,Educación,HombreMujer,Regular
Camisa,Dama,Blanco,Formal,Marca B,1864.83,40,19,29,Deportes,Hombre,Regular
Falda,Dama,Blanco,Formal,Marca C,575.81,37,4,21,Ingeniería,Hombre,Regular
Chaqueta,Dama,Verde,Deportivo,Marca A,1907.4,37,4,20,Deportes,Hombre,Regular
Pantalón,Dama,Negro,Deportivo,Marca B,1147.85,41,18,20,Ciencias de la Salud,Hombre,Regular
Camisa,Caballero,Blanco,Deportivo,Marca D,284.47,44,7,21,Educación,Hombre,Regular
Pantalón,Caballero,Blanco,Formal,Marca D,788.51,33,2,20,Deportes,Hombre,Regular
Camisa,Caballero,Azul,Deportivo,Marca B,1683.45,33,7,27,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Dama,Azul,Casual,Marca D,686.23,35,12,22,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Dama,Blanco,Formal,Marca C,851.06,36,20,20,Deportes,Mujer,Regular
Vestido,Caballero,Blanco,Casual,Marca C,735.37,45,9,23,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Azul,Casual,Marca C,1863.84,42,9,30,Artes,Mujer,Regular
Chaqueta,Dama,Verde,Deportivo,Marca A,820.23,32,16,30,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Verde,Deportivo,Marca D,664.47,34,8,20,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Dama,Verde,Casual,Marca C,1928.94,37,15,22,Artes,Hombre,Regular
Chaqueta,Dama,Blanco,Deportivo,Marca A,1021.5,32,18,24,Artes,Mujer,Regular
Pantalón,Dama,Azul,Casual,Marca B,545.22,45,4,22,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Negro,Formal,Marca A,372.79,43,8,29,Educación,Mujer,Regular
Pantalón,Dama,Azul,Deportivo,Marca C,1206.04,33,9,21,Educación,Mujer,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca D,1396.6,44,1,25,Educación,Mujer,Regular
Vestido,Dama,Azul,Formal,Marca C,1304.97,39,0,29,Artes,HombreMujer,Regular
Camisa,Dama,Negro,Casual,Marca D,567.42,36,2,26,Educación,HombreMujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca B,876.28,38,18,29,Educación,HombreMujer,Regular
Camisa,Caballero,Azul,Deportivo,Marca D,840.44,36,4,25,Deportes,Mujer,Regular
Chaqueta,Caballero,Blanco,Formal,Marca B,1860.08,32,5,29,Educación,Hombre,Regular
Chaqueta,Caballero,Rojo,Casual,Marca C,250.33,34,9,24,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Dama,Azul,Formal,Marca C,1088.71,45,18,20,Artes,Hombre,Regular
Pantalón,Dama,Rojo,Casual,Marca C,1222.08,35,15,20,Ciencias de la Salud,Mujer,Regular
Falda,Caballero,Blanco,Formal,Marca C,1794.43,34,6,21,Ciencias de la Salud,HombreMujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca B,683.41,44,5,29,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Verde,Casual,Marca C,614.87,45,20,28,Ingeniería,HombreMujer,Regular
Camisa,Caballero,Blanco,Formal,Marca D,1377.29,41,20,20,Artes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca C,1246.39,35,15,20,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Verde,Formal,Marca D,619.31,44,0,29,Ciencias de la Salud,Hombre,Regular
Falda,Caballero,Negro,Formal,Marca B,1305.28,33,4,28,Ingeniería,Hombre,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca D,931.23,43,19,26,Artes,HombreMujer,Regular
Pantalón,Caballero,Azul,Deportivo,Marca D,573.03,38,20,30,Artes,Mujer,Regular
Pantalón,Dama,Negro,Formal,Marca D,1555.72,36,10,28,Artes,Hombre,Regular
Falda,Caballero,Azul,Casual,Marca C,655.19,42,18,23,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Azul,Casual,Marca C,554.88,42,7,28,Deportes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca C,899.07,44,4,21,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Negro,Casual,Marca D,1714.63,34,11,23,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca A,918.13,32,17,26,Deportes,Hombre,Regular
Chaqueta,Caballero,Blanco,Deportivo,Marca D,459.63,32,2,23,Ciencias de la Salud,Hombre,Regular
Chaqueta,Caballero,Azul,Formal,Marca C,700.7,34,17,29,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca C,1693.21,35,9,30,Deportes,HombreMujer,Regular
Vestido,Dama,Verde,Formal,Marca C,1792.17,37,10,23,Ingeniería,HombreMujer,Regular
Camisa,Dama,Azul,Casual,Marca D,658.4,41,1,30,Ingeniería,Hombre,Regular
Vestido,Caballero,Azul,Formal,Marca C,1653.13,43,13,25,Ingeniería,Mujer,Regular
Vestido,Dama,Verde,Formal,Marca A,1619.72,37,3,22,Deportes,HombreMujer,Regular
Vestido,Dama,Blanco,Deportivo,Marca A,1943.34,35,8,26,Educación,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca A,1110.98,35,13,30,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Dama,Negro,Casual,Marca D,1324.88,35,9,20,Ingeniería,Mujer,Regular
Falda,Dama,Negro,Deportivo,Marca C,1483.66,40,12,24,Ingeniería,HombreMujer,Regular
Vestido,Caballero,Rojo,Formal,Marca D,1677.6,44,14,22,Deportes,HombreMujer,Regular
Camisa,Caballero,Azul,Formal,Marca C,1092.98,37,0,28,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Verde,Formal,Marca D,782.03,34,7,20,Educación,Hombre,Regular
Chaqueta,Dama,Rojo,Formal,Marca C,579.02,36,19,26,Ingeniería,HombreMujer,Regular
Camisa,Dama,Negro,Formal,Marca D,1861.6,42,12,20,Ciencias de la Salud,Hombre,Regular
Vestido,Caballero,Azul,Casual,Marca C,1562.4,43,19,24,Educación,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca A,459.07,32,2,28,Artes,Hombre,Regular
Vestido,Caballero,Rojo,Formal,Marca D,1372.29,33,8,30,Educación,Mujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca B,587.26,36,4,20,Deportes,Mujer,Regular
Camisa,Caballero,Verde,Formal,Marca B,1562.79,33,13,29,Artes,Mujer,Regular
Vestido,Dama,Negro,Formal,Marca D,592.4,36,2,28,Deportes,Mujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,395.39,38,9,27,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Rojo,Casual,Marca B,166.65,36,11,29,Educación,Mujer,Regular
Falda,Dama,Rojo,Casual,Marca D,867.38,33,0,27,Educación,HombreMujer,Regular
Falda,Caballero,Verde,Casual,Marca A,334.95,39,14,28,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca B,1415.53,37,6,20,Artes,Mujer,Regular
Falda,Dama,Azul,Casual,Marca C,1327.9,40,18,29,Ingeniería,Mujer,Regular
Vestido,Dama,Rojo,Casual,Marca C,854.76,36,15,29,Deportes,HombreMujer,Regular
Pantalón,Dama,Azul,Deportivo,Marca C,997.75,33,14,23,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Blanco,Deportivo,Marca D,1826.83,39,13,24,Ingeniería,Hombre,Regular
Pantalón,Dama,Blanco,Formal,Marca D,1146.06,38,9,28,Artes,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca C,363.1,41,17,29,Ingeniería,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca C,1685.05,45,19,24,Educación,Mujer,Regular
Vestido,Caballero,Azul,Casual,Marca C,1756.34,40,7,27,Ingeniería,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca D,725.81,45,19,28,Deportes,Hombre,Regular
Vestido,Dama,Azul,Casual,Marca C,1813.25,38,9,29,Ingeniería,HombreMujer,Regular
Pantalón,Dama,Verde,Casual,Marca D,339.64,45,17,21,Deportes,HombreMujer,Regular
Vestido,Caballero,Verde,Formal,Marca C,1996.11,44,0,26,Artes,HombreMujer,Regular
Falda,Caballero,Azul,Formal,Marca B,385.77,44,19,20,Ingeniería,Hombre,Regular
Falda,Dama,Blanco,Deportivo,Marca C,676.14,34,3,22,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca A,1394.47,37,8,23,Educación,HombreMujer,Regular
Camisa,Caballero,Rojo,Casual,Marca C,1538.58,35,13,22,Artes,Hombre,Regular
Pantalón,Dama,Negro,Deportivo,Marca D,1777.58,35,0,23,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Azul,Formal,Marca A,853.34,41,1,27,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Rojo,Deportivo,Marca A,365.43,44,19,25,Educación,Hombre,Regular
Vestido,Caballero,Rojo,Casual,Marca A,1140.74,35,2,30,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Dama,Rojo,Casual,Marca D,1713.28,36,11,21,Educación,Hombre,Regular
Falda,Caballero,Azul,Deportivo,Marca A,1634.36,42,20,29,Educación,Hombre,Regular
Falda,Caballero,Rojo,Deportivo,Marca C,668.48,43,19,28,Artes,Mujer,Regular
Falda,Dama,Blanco,Deportivo,Marca B,1965.71,45,8,23,Artes,Hombre,Regular
Camisa,Dama,Rojo,Casual,Marca D,1745.89,43,4,30,Educación,Hombre,Regular
Pantalón,Dama,Blanco,Casual,Marca D,408.13,41,19,28,Ciencias de la Salud,HombreMujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca B,1137.41,34,8,29,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca B,845.09,43,15,27,Ingeniería,Hombre,Regular
Falda,Caballero,Verde,Deportivo,Marca B,1857.7,40,10,23,Deportes,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca B,441.51,34,16,26,Educación,Hombre,Regular
Vestido,Caballero,Verde,Casual,Marca C,909.98,32,15,21,Artes,HombreMujer,Regular
Falda,Dama,Verde,Formal,Marca C,672.55,37,18,21,Ciencias de la Salud,Hombre,Regular
Vestido,Caballero,Blanco,Formal,Marca B,541.45,39,18,24,Artes,Hombre,Regular
Chaqueta,Caballero,Verde,Formal,Marca B,1481.8,42,18,25,Ciencias de la Salud,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Formal,Marca C,1671.96,42,2,26,Ciencias de la Salud,HombreMujer,Regular
Pantalón,Dama,Azul,Formal,Marca D,1258.52,36,2,25,Artes,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca A,1826.57,41,9,20,Artes,Mujer,Regular
Chaqueta,Dama,Blanco,Casual,Marca C,977.24,39,11,24,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca C,930.81,37,12,20,Ingeniería,HombreMujer,Regular
Camisa,Dama,Rojo,Formal,Marca C,327.02,43,19,24,Ingeniería,Hombre,Regular
Chaqueta,Dama,Azul,Formal,Marca D,1161.14,39,0,21,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Verde,Deportivo,Marca A,731.98,35,12,22,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Azul,Casual,Marca B,1419.39,40,10,30,Artes,Hombre,Regular
Pantalón,Caballero,Azul,Deportivo,Marca D,710.49,33,7,25,Deportes,Hombre,Regular
Falda,Caballero,Negro,Casual,Marca D,1780.64,35,12,28,Ingeniería,Hombre,Regular
Chaqueta,Dama,Negro,Deportivo,Marca C,541.93,36,8,23,Artes,Mujer,Regular
Falda,Dama,Azul,Deportivo,Marca C,998.75,32,2,27,Deportes,Hombre,Regular
Falda,Dama,Verde,Casual,Marca C,689.92,32,10,23,Deportes,Mujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca A,1718.65,35,11,27,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Dama,Negro,Casual,Marca D,1719.98,32,4,29,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca C,1567.45,36,16,25,Ciencias de la Salud,HombreMujer,Regular
Pantalón,Dama,Verde,Formal,Marca D,961.71,39,14,23,Educación,Hombre,Regular
Vestido,Dama,Rojo,Casual,Marca C,1646.48,45,20,22,Educación,Mujer,Regular
Pantalón,Dama,Verde,Formal,Marca D,1065.92,39,18,30,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Dama,Verde,Formal,Marca B,1166.32,45,19,21,Deportes,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca C,1991.46,39,10,20,Artes,Mujer,Regular
Falda,Caballero,Verde,Formal,Marca A,612.18,41,9,20,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Negro,Deportivo,Marca A,421.18,35,16,24,Deportes,Hombre,Regular
Vestido,Caballero,Rojo,Formal,Marca A,1679.62,36,18,24,Deportes,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1809.14,45,4,26,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Negro,Formal,Marca A,1363.97,43,10,24,Educación,Hombre,Mala
Camisa,Caballero,Azul,Formal,Marca D,595.05,38,13,24,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Caballero,Negro,Deportivo,Marca B,1611.62,44,14,23,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Caballero,Negro,Casual,Marca B,967.46,43,16,27,Artes,HombreMujer,Mala
Camisa,Dama,Negro,Casual,Marca D,1276.56,44,16,29,Educación,Mujer,Mala
Pantalón,Dama,Blanco,Deportivo,Marca C,1475.51,43,9,23,Educación,Hombre,Mala
Chaqueta,Dama,Azul,Deportivo,Marca C,1173.27,33,11,22,Artes,Mujer,Mala
Chaqueta,Dama,Rojo,Casual,Marca B,1786.08,42,7,28,Educación,Hombre,Mala
Vestido,Dama,Blanco,Formal,Marca D,1910.05,37,8,28,Ciencias de la Salud,HombreMujer,Mala
Falda,Caballero,Blanco,Deportivo,Marca A,1937.7,35,13,29,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Blanco,Formal,Marca C,1895.47,39,7,24,Deportes,Hombre,Mala
Falda,Caballero,Blanco,Deportivo,Marca A,1274.11,37,0,30,Deportes,HombreMujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca C,1031.95,37,17,22,Ciencias de la Salud,Hombre,Mala
Pantalón,Dama,Verde,Casual,Marca D,1802.18,33,3,25,Deportes,Hombre,Mala
Pantalón,Caballero,Rojo,Formal,Marca D,1035.73,40,8,24,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Verde,Formal,Marca A,269.13,34,12,30,Ingeniería,Mujer,Mala
Vestido,Caballero,Negro,Deportivo,Marca A,1726.93,37,12,30,Ingeniería,Mujer,Mala
Pantalón,Caballero,Verde,Formal,Marca C,824.1,45,12,28,Ciencias de la Salud,HombreMujer,Mala
Camisa,Caballero,Verde,Deportivo,Marca D,595.71,38,17,20,Educación,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca C,555.62,36,14,29,Artes,HombreMujer,Mala
Vestido,Dama,Verde,Casual,Marca D,1003.29,40,16,23,Educación,Hombre,Mala
Falda,Caballero,Rojo,Casual,Marca A,1221.23,45,14,27,Deportes,Mujer,Mala
Vestido,Dama,Blanco,Casual,Marca D,1398.66,37,11,22,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Negro,Deportivo,Marca D,592.39,43,7,22,Ingeniería,Mujer,Mala
Vestido,Caballero,Blanco,Casual,Marca B,973.28,38,5,29,Educación,Hombre,Mala
Camisa,Dama,Rojo,Formal,Marca B,1719.67,44,7,24,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca C,721.59,43,16,25,Educación,Hombre,Mala
Vestido,Dama,Blanco,Formal,Marca B,157.75,32,14,30,Deportes,Mujer,Mala
Falda,Caballero,Azul,Deportivo,Marca A,232.11,36,9,26,Ingeniería,Hombre,Mala
Pantalón,Caballero,Rojo,Casual,Marca B,1357.11,34,6,24,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Caballero,Blanco,Deportivo,Marca A,1022.02,42,15,26,Artes,Mujer,Mala
Vestido,Caballero,Verde,Formal,Marca B,1996.11,42,18,23,Artes,Mujer,Mala
Vestido,Dama,Verde,Deportivo,Marca D,1399.15,44,4,27,Educación,Hombre,Mala
Falda,Dama,Negro,Formal,Marca B,406,39,3,30,Deportes,Mujer,Mala
Pantalón,Dama,Verde,Deportivo,Marca B,1475.1,45,4,25,Ciencias de la Salud,Mujer,Mala
Camisa,Dama,Azul,Casual,Marca C,707.08,41,18,20,Deportes,Hombre,Mala
Vestido,Dama,Rojo,Casual,Marca A,1006.12,45,2,27,Ingeniería,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1328.99,44,17,25,Artes,Hombre,Mala
Falda,Dama,Azul,Deportivo,Marca C,1877.32,40,8,23,Deportes,Hombre,Mala
Camisa,Caballero,Azul,Casual,Marca B,664.19,45,2,22,Ingeniería,Mujer,Mala
Pantalón,Caballero,Azul,Casual,Marca C,473.74,41,9,29,Deportes,Hombre,Mala
Vestido,Dama,Verde,Formal,Marca D,668.39,33,0,28,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Caballero,Negro,Formal,Marca B,1740.73,39,7,25,Ingeniería,Hombre,Mala
Vestido,Caballero,Azul,Deportivo,Marca A,1428.15,32,19,23,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Verde,Casual,Marca C,745.99,40,14,29,Deportes,Hombre,Mala
Camisa,Caballero,Negro,Deportivo,Marca D,1050.47,40,15,29,Deportes,Mujer,Mala
Camisa,Caballero,Rojo,Formal,Marca B,1402.7,43,13,25,Ingeniería,Mujer,Mala
Falda,Dama,Azul,Deportivo,Marca B,529.51,38,20,24,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Azul,Deportivo,Marca B,990.87,40,18,25,Deportes,Mujer,Mala
Falda,Dama,Azul,Casual,Marca A,993.44,32,8,24,Artes,Hombre,Mala
Chaqueta,Dama,Azul,Casual,Marca D,997.42,34,12,29,Ingeniería,Hombre,Mala
Camisa,Dama,Verde,Deportivo,Marca A,844.58,42,16,28,Educación,HombreMujer,Mala
Camisa,Dama,Blanco,Formal,Marca B,1100.39,38,20,27,Deportes,Hombre,Mala
Falda,Caballero,Verde,Formal,Marca C,1493.61,43,0,24,Ciencias de la Salud,Mujer,Mala
Falda,Dama,Verde,Deportivo,Marca B,1728.43,38,15,20,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Azul,Casual,Marca A,1134.29,36,13,28,Ingeniería,Hombre,Mala
Pantalón,Dama,Blanco,Formal,Marca C,1639.71,32,11,25,Deportes,Hombre,Mala
Falda,Dama,Verde,Deportivo,Marca D,154.4,44,0,24,Ciencias de la Salud,Hombre,Mala
Camisa,Caballero,Azul,Casual,Marca D,557.79,39,17,25,Deportes,Mujer,Mala
Vestido,Dama,Azul,Formal,Marca C,713.61,32,2,27,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca C,1733.05,44,7,26,Ingeniería,Hombre,Mala
Vestido,Caballero,Verde,Casual,Marca C,1682.2,37,13,28,Artes,Hombre,Mala
Vestido,Caballero,Blanco,Casual,Marca A,446.79,33,7,22,Educación,HombreMujer,Mala
Chaqueta,Dama,Negro,Formal,Marca D,476.78,45,6,26,Ingeniería,Mujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca C,1303.74,34,11,22,Artes,HombreMujer,Mala
Vestido,Dama,Verde,Deportivo,Marca C,964.18,42,5,24,Deportes,Hombre,Mala
Chaqueta,Caballero,Rojo,Casual,Marca B,1690.93,40,16,22,Deportes,Mujer,Mala
Camisa,Caballero,Azul,Formal,Marca B,256.92,32,8,21,Deportes,Mujer,Mala
Chaqueta,Caballero,Azul,Formal,Marca B,699.52,44,11,22,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Caballero,Azul,Casual,Marca C,1058.44,32,0,22,Artes,HombreMujer,Mala
Falda,Caballero,Blanco,Deportivo,Marca B,532.96,38,5,28,Ingeniería,Hombre,Mala
Falda,Caballero,Negro,Formal,Marca C,856.77,39,0,27,Ingeniería,Mujer,Mala
Pantalón,Caballero,Negro,Formal,Marca C,1198.71,38,4,27,Ingeniería,Hombre,Mala
Camisa,Dama,Blanco,Casual,Marca B,739.17,35,15,25,Artes,Hombre,Mala
Chaqueta,Dama,Rojo,Deportivo,Marca A,1763.66,35,0,24,Artes,Hombre,Mala
Pantalón,Caballero,Verde,Casual,Marca C,1598.37,34,15,20,Deportes,HombreMujer,Mala
Pantalón,Dama,Rojo,Formal,Marca C,163.88,44,15,29,Artes,HombreMujer,Mala
Pantalón,Caballero,Rojo,Formal,Marca C,190.03,42,14,21,Educación,Mujer,Mala
Camisa,Dama,Verde,Deportivo,Marca A,1086.56,37,0,21,Ingeniería,HombreMujer,Mala
Falda,Dama,Azul,Formal,Marca D,194.27,34,1,26,Ingeniería,Hombre,Mala
Vestido,Caballero,Negro,Deportivo,Marca A,401.53,34,14,28,Deportes,Hombre,Mala
Chaqueta,Dama,Blanco,Casual,Marca D,347.43,38,4,22,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Caballero,Blanco,Deportivo,Marca A,1774.42,44,15,29,Artes,Hombre,Mala
Vestido,Caballero,Verde,Deportivo,Marca A,1855.63,33,0,21,Educación,Hombre,Mala
Pantalón,Caballero,Rojo,Casual,Marca B,939.58,40,19,20,Ciencias de la Salud,HombreMujer,Mala
Camisa,Caballero,Blanco,Formal,Marca A,1405.38,41,6,20,Deportes,HombreMujer,Mala
Camisa,Dama,Verde,Deportivo,Marca A,1504.66,33,16,30,Educación,HombreMujer,Mala
Pantalón,Dama,Blanco,Formal,Marca A,1717.28,40,18,30,Ciencias de la Salud,Hombre,Mala
Falda,Caballero,Negro,Casual,Marca D,216.25,41,0,27,Ciencias de la Salud,Hombre,Mala
Chaqueta,Dama,Verde,Casual,Marca A,1269.84,36,3,21,Artes,Hombre,Mala
Camisa,Dama,Verde,Deportivo,Marca A,485.53,42,2,21,Educación,Hombre,Mala
Camisa,Dama,Rojo,Formal,Marca A,350.63,43,16,26,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Caballero,Negro,Deportivo,Marca C,180.98,37,6,27,Deportes,HombreMujer,Mala
Chaqueta,Dama,Verde,Formal,Marca A,235.15,37,11,22,Artes,Hombre,Mala
Chaqueta,Caballero,Verde,Formal,Marca D,1759.31,43,1,26,Artes,Mujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca B,663.04,35,12,24,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Verde,Casual,Marca D,927.88,32,7,20,Educación,Hombre,Mala
Camisa,Dama,Blanco,Deportivo,Marca D,549.97,38,3,27,Deportes,Hombre,Mala
Vestido,Dama,Verde,Deportivo,Marca D,1794.61,44,4,22,Ingeniería,Hombre,Mala
Camisa,Dama,Blanco,Casual,Marca A,1098.13,44,14,20,Ciencias de la Salud,Mujer,Mala
Falda,Dama,Blanco,Formal,Marca B,159.28,44,12,21,Educación,Mujer,Mala
Camisa,Caballero,Negro,Casual,Marca B,1770.69,43,6,21,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Rojo,Deportivo,Marca D,533.65,33,16,23,Artes,Hombre,Mala
Vestido,Caballero,Verde,Deportivo,Marca C,1817.42,38,18,28,Educación,Mujer,Mala
Camisa,Caballero,Rojo,Casual,Marca C,1903.59,32,19,20,Ciencias de la Salud,Mujer,Mala
Vestido,Caballero,Rojo,Deportivo,Marca A,1558.47,43,20,28,Ingeniería,Mujer,Mala
Chaqueta,Caballero,Verde,Casual,Marca C,364.94,33,15,26,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Dama,Negro,Deportivo,Marca B,862.01,35,13,30,Ingeniería,Mujer,Mala
Camisa,Dama,Rojo,Deportivo,Marca A,421.76,37,5,29,Deportes,Mujer,Mala
Chaqueta,Caballero,Blanco,Casual,Marca C,1733.22,40,4,22,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Verde,Deportivo,Marca B,1609.95,36,8,30,Ingeniería,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca D,1259.09,36,19,30,Ciencias de la Salud,Hombre,Mala
Chaqueta,Caballero,Verde,Casual,Marca A,996.03,39,11,24,Educación,Mujer,Mala
Pantalón,Caballero,Rojo,Formal,Marca D,583.33,41,8,26,Artes,Hombre,Mala
Falda,Dama,Rojo,Formal,Marca C,1721.36,43,0,20,Educación,Mujer,Mala
Pantalón,Dama,Verde,Deportivo,Marca A,1521.92,34,8,27,Deportes,Hombre,Mala
Falda,Dama,Negro,Deportivo,Marca B,1916.11,44,9,28,Ciencias de la Salud,Mujer,Mala
Vestido,Dama,Blanco,Deportivo,Marca C,1014.41,36,11,20,Ingeniería,Mujer,Mala
Vestido,Dama,Verde,Deportivo,Marca D,1265.73,34,13,27,Educación,HombreMujer,Mala
Pantalón,Caballero,Verde,Deportivo,Marca C,967.62,32,0,29,Ciencias de la Salud,HombreMujer,Mala
Pantalón,Dama,Blanco,Deportivo,Marca C,1248.72,38,19,24,Deportes,Hombre,Mala
Chaqueta,Caballero,Azul,Casual,Marca A,379.5,42,9,26,Educación,Hombre,Mala
Vestido,Caballero,Negro,Deportivo,Marca A,420.23,40,14,22,Ingeniería,Mujer,Mala
Vestido,Dama,Azul,Formal,Marca A,813.29,39,16,20,Artes,Hombre,Mala
Pantalón,Dama,Verde,Casual,Marca D,1829.31,34,11,21,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Negro,Casual,Marca D,1454.74,44,15,30,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Verde,Casual,Marca C,416.92,35,0,30,Ciencias Sociales y Humanidades,Hombre,Mala
